"140","Инструмент для замеса.",\N,"3c445a365f479610177c5a04d530272e.jpg"
"141","Продукт используемый с водой и % для замеса.",\N,"a62f2eb5aebcc12e848296a312c6f057.jpg"
"142","Тип шпателя.",\N,"2f5954755e41f8d6faa0b7e26b555985.jpg"
"143","Min. и max. температура применения.",\N,"5c218eb6a6c36767bb8ac16f92f6c42e.jpg"
"144","Срок годности смеси.",\N,"a24070e28cb1afbdddb0221d81993e9a.jpg"
"145","Перепад высот.",\N,"bc756ec5ad12a0e78b098de2eb79084a.jpg"
"146","Для теплых полов.",\N,"014c4c1fec0366212b2bfc265b950b53.jpg"
"147","Для укладки в бассейнах.",\N,"70bd6e081c0a8cf3bcbd9c575d18184c.jpg"
"148","STANDARD EN 998-1","Растворы, используемые для штукатурки, для ремонта.","0247971ce76a3da33913169671d52c3c.jpg"
"149","Продукт используемый с водой и % для замеса.",\N,"7cd360445c6b8b5a28971b35d9585074.jpg"
"150","Инструмент для замеса.",\N,"39127b6e39b1b66d4023cd7aa928d188.jpg"
"151","Min. и max. температура применения.",\N,"2ca6ab94975789b18bca7ae7c5ca4859.jpg"
"152","Толщина клея.",\N,"a90033a99704f5b088e298a3e1ee66e8.jpg"
"153","Продукт используемый с водой и % для замеса.",\N,"f83a1d7465a9065bee6f68c770be6dc0.jpg"
"154","Инструмент для замеса.",\N,"d2c07cf746610b560050083b723fe252.jpg"
"155","Толщина клея.",\N,"dc60f624e214acc2ba50e52802ea97e3.jpg"
"156","STANDARD EN 1504-2","Устанавливает требования к идентификации и производству материалов, используемых для защиты и упрочнения поверхности бетона. ","09810ca70b18df01325e0068696dc52c.png"
"157","STANDARD EN 1504-2","Распространяется на способы защиты поверхности, в частности на покрытие (с целью создания сплошного защитного слоя на поверхности бетона с ограниченным содержанием влаги). И определяет критерии защиты - контроль влажности и ограничение содержания влаги.","7e353a265f2f8c5d8519223130d1d19b.png"
"158","Продукт используемый с водой и % для замеса.",\N,"cfe559a465fded9b7ec9c5d7432eda80.png"
"159","Min. и max. температура применения.",\N,"dc8aee5077727a2728c677f4402ec656.png"
"160","Срок годности смеси.",\N,"cfb8db8ae9a4e45b542ce1085c08fd22.png"
"161","Тип применения.",\N,"488454094f8c6267094c1a4a3b618d35.png"
"163","Кровля крыши. Стены и полы - наружные и внутренние.",\N,"aea3ec5a34dce6b37730c158b2733834.png"
"162","Перепад высот.",\N,"cec4f453bba08973883d84ef642e7ebe.png"
"165","STANDARD EN 1504-7","Настоящий стандарт устанавливает требования к идентификации и производству материалов, используемых в качестве активного и барьерного покрытия для защиты стальной арматуры и стальных конструкций в бетонном растворе.","e3992213bb5a655519814f4233e3e12e.png"
"166","STANDARD EN 1504-7",\N,"3463a1843334123de90c00e383fc1d67.png"
"167","Продукт используемый с водой и % для замеса.",\N,"4ce8ce577c6f0270eb7880882da2e60f.png"
"168","Срок годности смеси.",\N,"e111038e72d661aa88d1578cf57ed7bf.png"
"169","Реактивный, двухкомпонентный продукт.",\N,"78d16844429b3f7f7da63fd9b872cb4a.png"
"170","Min. и max. температура применения.",\N,"96ef3c0050cd1064549d82e04092a4d9.png"
"171","Срок годности смеси.",\N,"8e573cd93e07254b70fb7c52d4c83996.png"
"172","Время нахождения в открытом состоянии.",\N,"32ae68f55063579d61c477fbd1deff45.png"
"173","Толщина клея.",\N,"95f8c697411190dac453940330b38b5e.png"
"174","Тип шпателя.",\N,"d9b2c879042536d82c99837270443dc6.png"
"175","Тип шпателя.",\N,"9a51b7d2b488c0c849d5cc598c6e30bb.png"
"176","STANDARD EN 12004","Базовый дисперсионный клей, устойчивый к вертикальному скольжению (тиксотропный) и с более длительным открытым временем.","d16d58ffb787fab854bede0167783ead.png"
