_attribute_set,attributes,attribute_labels_admin,attribute_labels_default
затирки,naznachenie{1};konsistenciya{2};cvet{3};udelnaya_plotnost_smesi{4};t_vo_vremya_naneseniya{5};vremya_zatverdevaniya{6};voda_dlya_smesi{7};srok_godnosti_smesi{8};termoustoychivost{9};vremya_obrabotki{10};oz_pr_zal_nap_s_kle{11};oz_pr_zal_nap_s_byst_shva_kle{12};oz_pr_zal_nap_usta_s_pomo_r_ra{13};ozhi_pere_zali_sten_s_klee{14};oz_pr_zal_sten_s_byst_shva_kle{15};pove_prig_k_ispo{16};pove_mozh_ispo{17};pesh_dviz_vozm{18};ustoychivost_k_abrazii{19};ustoychivost_k_istiraniyu{20};usadka{21};morozostoykost{22};upakovka_massa_{23};upakovka_obem_{24};hranenie{25};dop_dannye{26};primechanie{28},"назначение;консистенция;цвет;удельная плотность смеси;t во время нанесения;время затвердевания;вода для смеси;срок годности смеси;термоустойчивость;время обработки;ожидание перед заливкой напольных покрытий с клеем;ожидание перед заливкой напольных покрытий с быстро схватывающимся клеем;ожидание перед заливкой напольных покрытий, установленных с помощью р-ра;ожидание перед заливкой стены с клеем;ожидание перед заливкой стены с быстро схватывающимся клеем;поверхность пригодна к использованию;поверхность может использоваться;пешеходное движение возможно;устойчивость к абразии;устойчивость к истиранию;усадка;морозостойкость;упаковка (масса);упаковка (объем);хранение;доп. данные;примечание","назначение;консистенция;цвет;удельная плотность смеси;t во время нанесения;время затвердевания;вода для смеси;срок годности смеси;термоустойчивость;время обработки;ожидание перед заливкой напольных покрытий с клеем;ожидание перед заливкой напольных покрытий с быстро схватывающимся клеем;ожидание перед заливкой напольных покрытий, установленных с помощью р-ра;ожидание перед заливкой стены с клеем;ожидание перед заливкой стены с быстро схватывающимся клеем;поверхность пригодна к использованию;поверхность может использоваться;пешеходное движение возможно;устойчивость к абразии;устойчивость к истиранию;усадка;морозостойкость;упаковка (масса);упаковка (объем);хранение;доп. данные;примечание"
